September;;0.5786675214767456;A
ship;;0.3484307825565338;A
cruise ships;;0.335109680891037;A
new;;0.28807532787323;A
cruise;;0.2614081799983978;A
port;;0.19119104743003845;A
sea;;0.16506746411323547;A
air pollution;;0.12165425717830658;A
emission;;0.1179947480559349;A
pollution;;0.11758725345134735;A
Europe;;0.11616384238004684;A
fuel;;0.11534186452627182;A
environment;;0.11423885822296143;A
Venice;;0.10279647260904312;A
cruise ship;;0.0959930270910263;A
sulphur;;0.09290415048599243;A
water;;0.08567574620246887;A
oil;;0.08454256504774094;A
guardian;;0.07365227490663528;A
world;;0.0727204754948616;A
city;;0.07173997163772583;A
passenger;;0.0670442059636116;A
2019;;0.06226851046085358;A
inhabitant;;0.062040217220783234;A
dock;;0.06073778122663498;A
August;;0.05815943703055382;A
de;;0.05754055082798004;A
electricity;;0.05544817075133324;A
June;;0.04927968978881836;A
air;;0.047702621668577194;A
ga;;0.04617411270737648;A
tonne;;0.04598154500126839;A
Southampton;;0.045127179473638535;A
time;;0.03923337534070015;A
violation;;0.03689226135611534;A
heavy fuel;;0.036732856184244156;A
July;;0.03664812073111534;A
order;;0.03597762808203697;A
waste;;0.035856589674949646;A
town;;0.03449428454041481;A
April;;0.03385203331708908;A
particulate;;0.033083051443099976;A
power;;0.031938303261995316;A
van;;0.030274417251348495;A
regulation;;0.02964416891336441;A
Italy;;0.029488451778888702;A
Greece;;0.029488451778888702;A
France;;0.02943919412791729;A
tourism;;0.028241094201803207;A
voor;;0.027997910976409912;A
hour;;0.027257869020104408;A
dump;;0.026951506733894348;A
study;;0.026845574378967285;A
web;;0.025451209396123886;A
Norway;;0.025423286482691765;A
vehicle;;0.024118224158883095;A
country;;0.023970356211066246;A
January;;0.02384733408689499;A
cruise ship air pollution;;0.023836128413677216;A
engine;;0.02330170013010502;A
2016;;0.02312496490776539;A
year;;0.02292327769100666;A
shore power;;0.022196726873517036;A
cruise lines;;0.021108072251081467;A
ballast;;0.021010784432291985;A
place;;0.02087494172155857;A
port cities;;0.02027364820241928;A
particle;;0.019340110942721367;A
princess;;0.018576711416244507;A
centre;;0.01811467483639717;A
carnival;;0.017494793981313705;A
sosubxsub;;0.017259040847420692;A
Spain;;0.017259040847420692;A
Santa;;0.017259040847420692;A
Tenerife;;0.017259040847420692;A
Cruz;;0.017259040847420692;A
amount;;0.016937553882598877;A
ocean liners;;0.016665004193782806;A
oxide;;0.016089364886283875;A
Barcelona;;0.01590028963983059;A
penalty;;0.015459052287042141;A
list;;0.014695893041789532;A
part;;0.013861765153706074;A
Antwerp;;0.013721348717808723;A
ms;;0.013651563785970211;A
area;;0.013644794002175331;A
methane;;0.013622349128127098;A
health;;0.013622349128127098;A
Carnival Corporation;;0.013577570207417011;A
people;;0.013484551571309566;A
restriction;;0.013173832558095455;A
history;;0.012797527946531773;A
market;;0.012797527946531773;A
December;;0.012733730487525463;A
Marseille;;0.012529187835752964;A
volkskrant;;0.012379576452076435;A
authority;;0.012232140637934208;A
village;;0.012080412358045578;A
standard;;0.01202944852411747;A
transport;;0.011905417777597904;A
aviation;;0.011754273436963558;A
data;;0.01149565726518631;A
voyage;;0.01136830635368824;A
speed;;0.011105863377451897;A
day;;0.010969201102852821;A
largest cruise ship;;0.010933099314570427;A
convention;;0.010786464437842369;A
LNG;;0.010652316734194756;A
msc;;0.010596631094813347;A
Cruises;;0.010448640212416649;A
harmony;;0.010102269239723682;A
damage;;0.009609910659492016;A
course;;0.009251001290977001;A
government;;0.009164306335151196;A
alternative;;0.009061510674655437;A
2017;;0.009000353515148163;A
impact;;0.008532362058758736;A
concentration;;0.008297023363411427;A
case;;0.008245651610195637;A
independent;;0.007302799262106419;A
October;;0.007302799262106419;A
scrubber;;0.007151882164180279;A
build;;0.007054898887872696;A
benefit;;0.006681270431727171;A
car;;0.00665211072191596;A
term;;0.00663443747907877;A
pipe;;0.0064306240528821945;A
record;;0.0064110541716217995;A
demand;;0.0061201537027955055;A
protest;;0.005808358080685139;A
imo;;0.0057556950487196445;A
Cruise ship pollution;;0.005736559629440308;A
limit;;0.005616264417767525;A
court;;0.005483337212353945;A
United States;;0.005033471621572971;A
month;;0.0049707624129951;A
disposal;;0.004840404726564884;A
diesel;;0.004674751311540604;A
zone;;0.004610182251781225;A
sulphur oxide;;0.00423914659768343;A
road;;0.004053578246384859;A
quality;;0.004048466216772795;A
liner;;0.0038528237491846085;A
device;;0.003794646356254816;A
change;;0.003709173994138837;A
aan;;0.0033927117474377155;A
average;;0.0033756503835320473;A
sector;;0.0033388566225767136;A
Costa Concordia disaster;;0.0030155302956700325;A
combustion;;0.0028711282648146152;A
nation;;0.0027491594664752483;A
line;;0.0022520069032907486;A
set;;0.0021608020178973675;A
litre;;0.001664201496168971;A
nitrogen oxide emissions;;0.0016274311346933246;A
corporation;;0.0012311277678236365;A
group;;0.0011429525911808014;A
claim;;9.387414902448654E-4;A
cancer;;9.013520902954042E-4;A
nitrogen oxides;;9.013520902954042E-4;A
industry;;7.30643980205059E-4;A
bad;;6.147252048490691E-28;A
contentmodel;;6.147252048490691E-28;A
England;;6.147252048490691E-28;A
ban;;6.147252048490691E-28;A
probation;;6.147252048490691E-28;A
des;;6.147252048490691E-28;A
beetje;;6.147252048490691E-28;A
giant;;6.147252048490691E-28;A
Monde;;6.147252048490691E-28;A
prevention;;6.147252048490691E-28;A
addition;;6.147252048490691E-28;A
crisp;;6.147252048490691E-28;A
energy;;6.147252048490691E-28;A
bunker;;6.147252048490691E-28;A
#;;6.147252048490691E-28;A
